Unnamed: 0,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,Q111_First Click,Q111_Last Click,Q111_Page Submit,Q111_Click Count,Q62_2,Q63_First Click,Q63_Last Click,Q63_Page Submit,Q63_Click Count,Q93,Q94,Q98_First Click,Q98_Last Click,Q98_Page Submit,Q98_Click Count,Q106_First Click,Q106_Last Click,Q106_Page Submit,Q106_Click Count,Q103_First Click,Q103_Last Click,Q103_Page Submit,Q103_Click Count,Q107_1,Q107_2,Q107_3,Q107_4,Q108,Q109_First Click,Q109_Last Click,Q109_Page Submit,Q109_Click Count,Q23,Q23_15_TEXT,Q3,Q4,Q5,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q54_1,Q54_2,Q54_3,Q54_4,Q59,Q65_First Click,Q65_Last Click,Q65_Page Submit,Q65_Click Count,Q24,Q25,Q26,Q27,Q28,Q29,Q33,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,fdback_1,fdback_2,fdback_3,fdback_4,Q58,Q66_First Click,Q66_Last Click,Q66_Page Submit,Q66_Click Count,Q50,Q51,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q53_1,Q53_2,Q53_3,Q53_4,Q58.1,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,Q74,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q80_First Click,Q80_Last Click,Q80_Page Submit,Q80_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,Q83,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,Q86_First Click,Q86_Last Click,Q86_Page Submit,Q86_Click Count,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q89,Q90,Q91_First Click,Q91_Last Click,Q91_Page Submit,Q91_Click Count,Q99_1,Q99_2,Q99_3,Q99_4,Q100,Q101_First Click,Q101_Last Click,Q101_Page Submit,Q101_Click Count,Q124,Q55,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,Q119_First Click,Q119_Last Click,Q119_Page Submit,Q119_Click Count,qreg,showexamplan,show_stress,stress_A,stress_B,stress_C,stress_D,stress_E,stress_F,showdailyplan,showgrowthmindset,intro_A,intro_B,Create New Field or Choose From Dropdown...,modifiedsurvey,dailyplanemail,growthmindsetemail,examplanemail,stressemail
955,2020-02-02 13:18:23,2020-02-02 13:43:06,IP Address,100,1483,True,2020-02-02 13:43:07,R_1OkKgy8TFYg8U2h,,anonymous,EN,,,,,0.0,0.0,46.034,0.0,df39ca876b509dd0e67befd4e9451d519cc396667d43c16907f9220ac8c663af5e227566d0fc670f8719f1dfb2ab732212242661e7a91b01eb47b7679c149b28,2.815,13.254000000000001,16.09,3.0,Neither Agree nor Disagree,Disagree,2.0180000000000002,99.25200000000001,100.736,8.0,4.194,4.194,5.434,1.0,5.111000000000001,5.111000000000001,6.729,1.0,good,I have the chance to know more.,"I hope the activity can have less questions, so that we can spend less time answering the questions, and have more time to review the test.",May be something about mental health.,Neither Agree nor Disagree,5.391,73.90899999999999,75.76,14.0,,,,,,,,,,,,,,,,,,,"I will spend more than 12 hours to go through the PAR videos and questions, review in-class practices and do some past-tests as exercise to check my understanding.",Goals for the next 24 hours,,"Yes, it is.
",,,,12.873,393.87800000000004,427.93800000000005,11.0,good,this activity helps me to consider a reasonable study plan for my review.,"I hope the activity can have less questions, so that we can spend less time answering the questions, and have more time to review the test.","I hope it can help me make a more reasonable schedule.
Yes, it can change the way of asking questions, for example, have more multiple choices rather than short answer questions.",Slightly Agree,13.585999999999999,390.86300000000006,398.251,12.0,,,,,,,,,,,,,,,,0.0,0.0,2.471,0.0,"Because when we learn, we grow parts of our brains too .",7.725,63.231,65.343,9.0,0.0,0.0,2.219,0.0,0.0,0.0,1.163,0.0,"You just need some time to accommodate a new environment, everything will become better later, just do not give yourself up. Trying to make more friends, do more interesting activities and keep ypu hard-working.",5.807,39.274,114.71,4.0,2.804,7.082000000000001,8.401,5.0,4.309,8.853,10.146,5.0,"A Formula For Growing Your Brain:

Effort + Good Strategies + Help From Others = Brain Growth",The Truth About “Smart” and “Dumb”,3.0610000000000004,49.97,52.113,17.0,good,I know something about the truth of smart and dumb,,,Slightly Disagree,3.471,45.411,47.489,9.0,Slightly Agree,Maybe we can have more multiple choices rather than short answer questions in the MetaSkills modules.,6.858,59.265,61.99,4.0,12.44,12.44,13.66,1.0,,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,,toacknowledgexamisdone,yes,yes,,
956,2020-02-02 13:47:36,2020-02-02 14:03:15,IP Address,100,938,True,2020-02-02 14:03:15,R_12Mw8AOIJBQalrw,,anonymous,EN,0.0,0.0,1.22,0.0,,,,,5db35fea160a9f1bbb083ba5e7a7a6e9c901914d19bd9cc86f3f26958bb574cbba55439d462e1059c20e72156fac930adb3c74094bc28031606bcb19d018c2cb,1.055,8.863,12.065,3.0,Agree,Disagree,2.076,2.931,4.356,2.0,0.0,0.0,1.5190000000000001,0.0,0.0,0.0,1.6269999999999998,0.0,,,,,Mostly Agree,4.254,5.1610000000000005,6.19,2.0,"Past midterms,Prepare exercises on PCRS,Perform exercises on PCRS,Videos on PCRS,Office Hours",,because it is a checklist,,"office hour 
past exam",3.938,68.893,78.205,9.0,good,know more about me,does not improve grades,vote on the difficulty of midterms,Mostly agree,1.624,39.256,45.965,7.0,21,"Progress in the last 24 hours,Goals for the next 24 hours,Obstacles you may encounter in next 24 hours,Reflecting on stress and emotions",do past test,a bit not. yes,all the problems I don't understand,I am good,,1.801,112.005,131.12,14.0,good,know me better,does not improve my grades,vote on the difficulty of midterm,Slightly Agree,1.665,101.31299999999999,102.20299999999999,9.0,come up different answers. come up different concepts relavent to questions,,39.504,67.715,72.089,4.0,helpful,give myself some pressure,mindset is not easily changed,,Mostly agree,1.784,63.281000000000006,64.056,11.0,0.0,0.0,1.73,0.0,your brains grow ,2.167,2.167,70.657,1.0,0.0,0.0,69.618,0.0,0.0,0.0,20.348,0.0,you don't get to learn a lot and you avoid challenges,0.502,63.364,66.855,7.0,0.0,0.0,6.059,0.0,0.0,0.0,0.83,0.0,have a growth mindset,confront the problems. it exercises your brain,1.34,82.76299999999999,137.967,5.0,,,,,Mostly Agree,3.491,3.491,4.378,1.0,Mostly Agree,,3.489,5.191,6.155,2.0,0.0,0.0,10.575999999999999,0.0,,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,,toacknowledgexamisdone,no,yes,no,no
957,2020-02-02 13:51:24,2020-02-02 14:04:01,IP Address,100,757,True,2020-02-02 14:04:02,R_338da2L6dd5jdy8,,anonymous,EN,,,,,0.0,0.0,65.669,0.0,b7aa15da47af4dddfb4b7f3f7be8cb20f99602d9c798d27fbdd9031f7db68ee0bf4fe86257b079e1002369e726c8df7918856117d7fe3fc70a4b88ba08f806cb,1.364,11.472000000000001,26.095,3.0,Somewhat Agree,Somewhat Agree,8.486,9.166,10.184,2.0,0.0,0.0,10.085,0.0,0.0,0.0,9.057,0.0,I think the part of time management would be useful for me.,"The passage also states that to begin with the easy one instead of the hard one, and this would be a good suggestion for me.","I know I need to get enough sleep, but then the truth is that I still have a lot of things to do and I cannot get sleep well sometimes.",I think a link of related video can be added at the end.,Somewhat Agree,1.199,163.16,174.507,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It tells me that stress sometimes can be a motive to guide you to study.,,17.778,17.778,74.548,1.0,The whole activity is good.,It gives me another point of view about stree which kind of encourages me to face the stresses. ,"Though I know that the stress may make me do better, I might still be nervous.",I like the way the passage describes the stress in a positive way.,Somewhat agree,1.089,355.92199999999997,357.411,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,,3.677,3.677,5.9670000000000005,1.0,3.2680000000000002,3.2680000000000002,16.389,1.0,,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,,toacknowledgexamisdone,,,,yes
958,2020-02-02 10:05:49,2020-02-02 10:06:53,IP Address,27,64,False,2020-02-02 14:07:37,R_3LjpxMJaq3mWwvK,,anonymous,EN,,,,,0.0,0.0,9.014,0.0,504297e0c9a9c3567f6ccd02c74ab0252a5bd106c50a703b4a40a1504cb5a896f2fa0b48088303725d193d496ed190e85e244e1e5320daaee60159259b2615f3,2.112,11.577,22.037,3.0,Agree,Disagree,19.085,22.834,24.08,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,,toacknowledgexamisdone,no,no,,yes
959,2020-02-02 13:56:48,2020-02-02 14:08:35,IP Address,100,706,True,2020-02-02 14:08:35,R_3QKTHVAteLgTBXT,,anonymous,EN,,,,,0.0,0.0,12.815,0.0,af6e5f490efbe67747abfa9a3a0d4ac26462656315e9d1728c0fd86b0312558dc934dd61e8ffd9e18b6873f64d3eeab4cfb3ce8ce080ee2f07bf30f59041d546,1.054,1.054,15.458,1.0,Somewhat Agree,Strongly Disagree,10.262,20.525,26.799,4.0,0.0,0.0,4.397,0.0,0.0,0.0,4.9319999999999995,0.0,I thought it was very helpful to learn these tips.,"I learned certain things that can help myself, for example, repetition helps you remember things.",I could spend the time and energy trying to learn more information as opposed to having to spend time repeating certain concepts to myself.,I would like activities like this to help me to improve my study habits.,Mostly Agree,1.5659999999999998,68.005,68.749,2.0,,,,,,,,,,,,,,,,,,,My plan is to review the powerpoints that were uploaded to Quercus because they have important notes and simple examples to help explain concepts. I will spend most of my weekend studying for this exam alone in my room so I can focus. I will work on practicing my coding and memorizing different functions.,Progress in the last 24 hours,"I reviewed the powerpoints and the notes I took in class to prepare, in addition to doing some coding exercises on Wing 101.

I think I could have improved my time management and spent more time studying the parts that I struggle in, and less time in the confident parts.",,,,,4.289,180.09,242.861,9.0,I liked it.,It was useful to help me plan my daily routine.,It can be time consuming to write down all the things I want to do.,I would like it to help me become more organized.,Somewhat agree,1.804,39.089,39.7,2.0,"I think it is important to realize that feeling anxious is only because students care about doing well on their work. If they did not feel anxious, it would probably be because they do not care about the result of the test. Therefore, I think I should remember this at the back of my head so that I can focus on the exam and try my hardest, while using my stress to remind myself that I want to do well.",,5.0489999999999995,101.66799999999999,173.204,2.0,I thought that it was very interesting and helpful for me for this midterm.,It will be useful because it will teach me to use my stress to my advantage.,I could spend the time and energy studying as opposed to panicking because more studying will be good for me.,I would like activities like this to help me to feel confident and relaxed before I take this midterm.,Somewhat agree,1.999,77.53399999999999,78.472,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,,5.406000000000001,12.49,12.793,4.0,1.511,1.511,5.88,1.0,,no,yes,yes,yes,no,no,yes,no,yes,no,no,yes,,toacknowledgexamisdone,yes,,,yes
961,2020-02-02 14:12:13,2020-02-02 14:22:16,IP Address,100,602,True,2020-02-02 14:22:16,R_1rjLNSt0lguZS6q,,anonymous,EN,0.0,0.0,14.585,0.0,,,,,71ca81c2477e547209a0f0a428684b4b6f363fea0c99c4a64a682f28216638fee7978cf814e996c7509bb2e9671ae39c03a2884f862e1f3e9655e1551daff567,2.5610000000000004,57.236999999999995,59.31399999999999,4.0,Agree,Disagree,5.449,11.012,12.222999999999999,2.0,0.0,0.0,17.344,0.0,21.037,21.037,22.543000000000003,1.0,It was helpful,it is useful for studying thoroughly ,"It could take a while, it might be better to focus on some aspects not them all","learning, I think it was helpful",Mostly Agree,6.102,224.262,225.34400000000002,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you can use stress to help you focus in an exam,89.825,89.825,116.48700000000001,1.0,I thought it was interesting,to use being stressed in an exam to do better,"Stress could prevent you from focusing, you could try not to stress",I think it was ok,Mostly agree,5.092,92.792,93.75200000000001,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly Agree,it was good,4.383,8.372,12.995999999999999,2.0,0.0,0.0,9.622,0.0,,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,,toacknowledgexamisdone,,,,yes
962,2020-02-02 14:13:38,2020-02-02 14:26:22,IP Address,100,764,True,2020-02-02 14:26:23,R_2EnPoDdZL8ABGqV,,anonymous,EN,0.0,0.0,13.252,0.0,,,,,a2dc046fa79d8f9c0f9c43173ddf1c43cdd27c43d306153c809df31921df9fd91e39d86f0f709c7dc08e620494f833437b5174006c745c02542132be670885f1,1.851,17.685,23.066999999999997,4.0,Agree,Disagree,7.135,19.177,36.884,4.0,0.0,0.0,13.485999999999999,0.0,34.277,34.277,54.052,1.0,The study tips are good to follow.,It serves as a reminder to keep good study habits.,This activity presents common knowledge. It reiterates study tips that are normally told to students and time can be better spent on course-specific content.,,Mostly Disagree,5.473,509.89099999999996,511.858,37.0,,,,,,,,,,,,,,,,,,,,"Progress in the last 24 hours,Goals for the next 24 hours",,,,,,6.439,46.43899999999999,47.733999999999995,7.0,,,,,,0.0,0.0,17.293,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly Disagree,,7.638999999999999,24.795,26.826999999999998,4.0,0.0,0.0,5.843,0.0,,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,,toacknowledgexamisdone,no,,,
964,2020-02-02 10:29:03,2020-02-02 10:29:34,IP Address,6,31,False,2020-02-02 14:29:48,R_x4zpNNa0IgL01Db,,anonymous,EN,0.0,0.0,3.272,0.0,,,,,3666daf8e120721872b21c6385ffc3295e9e793589710c490bd11e3d6f6134e6540283397bbdb4a8a4198322629f239c0a0f321d03e0693a58f183da18757158,2.138,9.417,21.749000000000002,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,,toacknowledgexamisdone,,,yes,yes
965,2020-02-02 14:20:26,2020-02-02 14:31:14,IP Address,100,647,True,2020-02-02 14:31:14,R_3OjbDfXCysSUe6B,,anonymous,EN,,,,,0.0,0.0,24.208000000000002,0.0,ab6f52796cd6d52ac9db01d1c00cb1e9639392008571ddbdf814e8ccc6441b4843a618cda62863973f2306fb5e93abbb1750371ea74edc552d73f52d60123e6f,1.393,1.393,21.287,1.0,Strongly Agree,Disagree,8.923,13.392999999999999,14.834000000000001,2.0,0.0,0.0,16.232,0.0,98.79799999999999,99.816,104.36,2.0,I think this activity was a helpful reminder that I should continue utilizing my calendar for assignment release dates and such,"Definitely reinforces something that I struggle with, which is time management. ",I shouldn't have others or myself to continue to remind what I need to get down.,This activity can probably help me with prepping for midterms and exams.,Strongly Agree,2.772,129.584,172.61599999999999,8.0,"Past midterms,Prepare exercises on PCRS,Perform exercises on PCRS,Videos on PCRS,Notes from Rehearse/Lecture,Worksheets from Rehearse/Lecture,Posted Slides and other resources",,"It sets the tone and the routine in how the midterms and exams will take place.
For PCRs, its mainly just getting in that extra practice.",,"I'm gonna change my environment often, just to keep it fresh and gives me a chance to move around and take a break. Writing down important notes that I tend to forget with my non-dominant hand will help with retention.",2.9210000000000003,82.99799999999999,147.657,12.0,It was helpful to reflect on what my study habits are like,Reminding myself to move around between studying ,,,Mostly agree,4.843,37.213,55.63,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,Other study tips that past students had used before? How preparing for comp sci course is a little bit different than how you would prepare a biology course,6.444,61.974,64.92,3.0,3.0269999999999997,3.0269999999999997,11.360999999999999,1.0,,yes,no,no,no,no,yes,yes,no,no,no,no,yes,,toacknowledgexamisdone,,,yes,
966,2020-02-02 08:26:52,2020-02-02 10:36:59,IP Address,85,7807,False,2020-02-02 14:37:03,R_3D5g7rbP4FdNCyG,,anonymous,EN,,,,,0.0,0.0,3.95,0.0,898301ad5c1aaed965bfd0e0c39e6d7f13e9af04f76b1de0cec869922f98d18acba62f944c6f2dfe9b8532004adde7671e08a5607725f34a3c4541a2b2c1df07,168.334,197.90099999999998,212.511,3.0,Agree,Disagree,15.08,20.553,22.686,2.0,0.0,0.0,3.248,0.0,0.0,0.0,2.5869999999999997,0.0,Great,It give some tips which can help me study more efficient.,It is hard to follow all these tips.,It is good enough.,Mostly Agree,11.395999999999999,142.033,198.042,11.0,,,,,,,,,,,,,,,,,,,l plan to spend 5 hours at home working on review PCR.,Progress in the last 24 hours,Because l want to refresh my memory about the course content.,,,,,6.327000000000001,93.348,137.776,8.0,,,,,Mostly agree,10.517000000000001,10.517000000000001,16.055,1.0,,,,,,,,,,,,,,,,0.0,0.0,2.4530000000000003,0.0,"When you try to learn new things, it is the time you push your brain and help it use good strategies to learn challenging things.Each challenge can train your brain get stronger, and you get smarter. ",3.3710000000000004,186.63299999999998,191.15900000000002,13.0,0.0,0.0,2.137,0.0,0.0,0.0,1.6219999999999999,0.0,"Well,be confident with myself. Majorities of people have the same level of IQ, some people do a better job than because they put more effort than you.Try to work hard and plan thing headland you can be as good as they are.",3.08,320.759,362.288,11.0,0.0,0.0,1.317,0.0,0.0,0.0,0.907,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,,toacknowledgexamisdone,no,yes,,
967,2020-02-01 12:59:17,2020-02-02 14:37:35,IP Address,100,92298,True,2020-02-02 14:37:35,R_1ZDPDBsV6S8He7v,,anonymous,EN,,,,,14926.886,14926.886,18060.73,1.0,0ea857793a8d0f775d3f1057874448a0c4f9b5f4dbf0cd9696d65ca8929473803ced4ba99f57cbbd6bbf7f7d808a462bd382802ea9898687f186e0785fdcf310,3.1689999999999996,39.596,41.585,8.0,Agree,Strongly Disagree,3.5,9.645,10.49,2.0,0.0,0.0,34.553000000000004,0.0,0.0,0.0,61.534,0.0,It was great.,Gives you a new perspective on how to tackle exams.,"In no way, unless you already use all the tips.",In no way.,Mostly Agree,4.039,74.878,75.75399999999999,8.0,"Past midterms,Prepare exercises on PCRS,Perform exercises on PCRS,Videos on PCRS,Notes from Rehearse/Lecture,Worksheets from Rehearse/Lecture,Posted Slides and other resources",,"I think they are helpful because it gives you a lot of practice questions as well as content that you might be forgetting. 
Also asking friends or having to explain problems to people who do not understand will help you have a better understanding of the problem.","Past midterms, prepare and perform exercises, and worksheets will give me a lot of practice questions, which will help me become better at solving problems.
Videos on pcrs and lecture notes will help me review the topics I do not understand that well. 

I could use the practice problems to create my own problems that might be asked on the exam.",I am going to study at home tonight and in the morning before the exam at a cafe. At night for about two hours and in the morning for about three hours. I have been studying at libraries before this. ,19.820999999999998,421.843,433.58099999999996,50.0,Was not useful. ,It gives me an understanding of my study plan.,It takes away time from studying. ,Make it shorter. ,Strongly disagree,1.669,38.278,39.169000000000004,9.0,5 hours. The review on pcrs and the pink worksheet.,Obstacles you may encounter in next 24 hours,,,"I anticipate that I will not know the answers for some of the questions I will encounter so I will go in the textbook, check my notes, or go on google to see if I can find some direction. I will overcome then by trying to solve them until I find a solution.",,,8.604,179.296,182.23,27.0,It got me thinking about all the work I need to do. ,It is useful because it lets you see what you need to get done and allows you to question your current methods. ,It might not be useful because it takes time away from studying. ,Not that I can think of. ,Somewhat agree,2.114,171.274,172.91,19.0,"I do not usually feel stressed before exams, just jittery. ",,142.149,142.149,176.02200000000002,1.0,It was helpful for people who feel stressed often.,It was not.,I do not usually feel stressed. I could spend my time studying. ,I would like them to help me get better at Python. But they do a good job of helping people feel better about their exams. ,Strongly disagree,2.037,98.86399999999999,100.95,11.0,0.0,0.0,22.673000000000002,0.0,"Scientists say this because they have seen differences in the shapes of certain parts of the brain when individuals learn new challenging tasks, compared to those individuals that never learned those tasks. Expressing that learning new things allows the brain to form new connections and get stronger and therefore, hopefully, smarter.",42.305,152.003,153.841,12.0,0.0,0.0,53.004,0.0,0.0,0.0,24.169,0.0,"I would say:
Every single person was born without any skills, and they develop slowly over time with practice and persistence. You are able to do absolutely everything everyone else is able to do. It just might take you a little bit more practice in this specific subject compared to another one but that has nothing to do with your level of intelligence, it is just lack of exposure to the subject at hand. Once you understand that and try to learn from your mistakes the topic will become easier and easier every single day!",1.659,189.761,192.168,13.0,0.0,0.0,35.851,0.0,0.0,0.0,17.71,0.0,I did not learn anything new with this article so it will not really change the way I learn in school.,When I act with a fixed mindset it is usually when I am on a tight deadline and do not really have time to put all the effort I need into a problem. If I do I would fall far behind on other class workloads. I think the way I could avoid the fixed mindset will be by planning out my days better to give myself more time in order to figure out the harder problems. This would be better because then I will have a more adept understanding of the problems I find hard and do a better job the next time I encounter them. ,1.053,222.324,223.265,11.0,I thought it was a good way to motivate people feeling a little lost. ,I did not think it was that useful for me because I already had that understanding. ,I think it will always be useful if you do not already have that understanding about learning.,"Give you perspective on the way other students feel in the class and help one understand that they are not alone and can do anything they set their mind to. No, I think it was done well. ",Mostly Disagree,3.522,163.58700000000002,166.00099999999998,25.0,Mostly Disagree,,4.496,4.496,7.9479999999999995,1.0,2.102,2.102,18.764,1.0,,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,,toacknowledgexamisdone,no,yes,yes,yes
968,2020-02-02 14:30:37,2020-02-02 14:39:22,IP Address,100,524,True,2020-02-02 14:39:22,R_1Q9rAjNPU8sLCEP,,anonymous,EN,0.0,0.0,7.5920000000000005,0.0,,,,,4ec28a1dd337f10cdd11a81b5e819ac38eafa8bcc2f9ecbba01ecaf5f4e72e4f8b9c11df52083facf9a2d92cfde2402114b22aa50ff67e12ae4e4fef55a77c02,0.924,0.924,24.401,1.0,Somewhat Agree,Somewhat Agree,11.155999999999999,11.626,12.409,2.0,0.0,0.0,1.2990000000000002,0.0,0.0,0.0,5.3660000000000005,0.0,it's ok,help me to be more productive because it helps me focus,i don't think it will be unuseful,i'm not sure yet,Somewhat Disagree,7.598,72.877,73.804,4.0,Videos on PCRS,,the video helps me understand the new concepts more easily,Because watching those videos is just like going to the lecture again which helps to memorize stuff we learned in class. Maybe reviewing the worksheet is the other helpful way ,I'm going to study in my free time without any classes before the test in my room till i'm tired,0.8240000000000001,193.899,195.299,28.0,useful,idk but i feel good after i have the plan,it will be useful im pretty sure,idk,Mostly agree,3.049,35.14,35.757,3.0,"10,PCRS",Goals for the next 24 hours,,Yes. My goals are realistic and I learned something. ,,,,4.401,57.33,63.949,4.0,Useful,time saving,"sometimes i can't focus on studying, study with my friends may help",i am not sure yet,Neither agree nor disagree,2.813,65.848,66.90899999999999,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostly Agree,no,3.858,7.5120000000000005,7.917000000000001,3.0,6.32,6.32,18.755,1.0,,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,,toacknowledgexamisdone,yes,,yes,
969,2020-02-02 14:19:26,2020-02-02 14:41:28,IP Address,100,1322,True,2020-02-02 14:41:29,R_3HC9qz358g6YnKe,,anonymous,EN,0.0,0.0,1.8630000000000002,0.0,,,,,59827fa54e03cc1eef4cffd68cea3d72422f81b1f8726de89ad7d1ed147f0e18de1ed73c61f127d26cb601f28630c063323acd02bab9dead9f2976d9bf941b23,2.062,11.583,25.378,3.0,Agree,Disagree,16.119,31.823,33.376999999999995,5.0,1.141,1.963,2.526,2.0,0.6459999999999999,0.6459999999999999,1.791,1.0,,,,,Strongly Agree,3.3369999999999997,4.894,6.26,2.0,"Past midterms,Prepare exercises on PCRS,Perform exercises on PCRS,Working with other students,Notes from Rehearse/Lecture",,These resources provide me more chance to write code. And it is really helpful for me,I will choose the hard question and try to do it again until I can solve it at once,at home. I have three tests this week . ,6.268,143.35299999999998,169.446,33.0,,,,,Strongly agree,2.923,3.6,5.02,2.0,CSC108 . I will spend 10 hours,Goals for the next 24 hours,,yes,,,,1.838,103.848,105.535,19.0,I think it is ok,Because i need pressure to study ,I can find my friends and study with them,No,Strongly agree,2.153,76.107,77.456,11.0,,,0.958,2.516,4.092,2.0,,,,,Strongly agree,2.8,3.673,6.861000000000001,2.0,2.8710000000000004,2.8710000000000004,3.862,1.0,"because as you use your brain more often, your brain will be stronger.",1.235,70.21300000000001,71.084,13.0,0.968,0.968,1.969,1.0,2.0180000000000002,3.838,13.412,2.0,you will be smarter only if you use your brain more often. ,2.855,107.444,108.34,10.0,0.631,12.356,13.589,6.0,0.263,28.115,43.367,5.0,we need to search for help when we study something new. ,good for you.,2.526,520.865,526.486,10.0,,,,,Strongly Agree,2.6510000000000002,29.583000000000002,30.548000000000002,9.0,Strongly Agree,,1.392,9.345,10.912,3.0,0.0,0.0,8.619,0.0,,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,,toacknowledgexamisdone,no,no,no,yes
970,2020-02-02 14:39:04,2020-02-02 14:43:12,IP Address,100,248,True,2020-02-02 14:43:12,R_30ovwiS8GUuFB3E,,anonymous,EN,,,,,0.0,0.0,5.716,0.0,02e70cec3fd025b105d51c0741fec59a048ac2a3b4a69dc8e0681eee8254271baae86cd1d08c2a1c69333dfdce2ab41afd39958b75aa8f8f60e3c7bb65f776ce,1.607,1.607,14.414000000000001,1.0,Agree,Disagree,3.7960000000000003,6.692,7.499,2.0,0.0,0.0,1.8619999999999999,0.0,0.0,0.0,2.63,0.0,,,,,Mostly Disagree,2.05,2.05,3.128,1.0,Perform exercises on PCRS,,,,,0.812,6.74,22.607,2.0,,,,,Mostly disagree,2.685,5.191,6.443,2.0,"a few hours
library",Obstacles you may encounter in next 24 hours,,,"time management
distract myself",,,1.786,59.452,71.74,12.0,,,,,Mostly disagree,0.8220000000000001,9.262,12.414000000000001,3.0,,,,,,,,,,,,,,,,0.0,0.0,1.9480000000000002,0.0,practice changes the brain,5.978,13.33,21.118000000000002,4.0,0.0,0.0,7.112,0.0,0.0,0.0,1.25,0.0,it is possible to get better,6.861000000000001,8.245,18.776,2.0,1.702,1.702,2.265,1.0,1.115,1.115,1.5390000000000001,1.0,these are not new ideas,,1.9180000000000001,16.742,16.764,5.0,,,,,Mostly Disagree,1.868,2.282,3.489,2.0,Mostly Disagree,,1.3980000000000001,1.95,3.238,2.0,0.0,0.0,4.77,0.0,,yes,no,yes,no,no,yes,yes,no,yes,yes,no,yes,,toacknowledgexamisdone,no,no,no,
